uniqid — UNIQUE RESPONDENT ID (CASEID BY VERIAN COUNTRY CODE),serialid — SERIAL CASE ID (APPOINTED BY VERIAN),isocntry — COUNTRY CODE - ISO 3166,w1 — WEIGHT RESULT FROM TARGET (REDRESSMENT),w92 — WEIGHT TOTAL (ALL SAMPLES),d10 — GENDER,d11 — AGE EXACT,d11r2 — AGE RECODED - 6 CATEGORIES,d25 — TYPE OF COMMUNITY,d60 — DIFFICULTIES PAYING BILLS - LAST YEAR,d63 — SOCIAL CLASS - SELF-ASSESSMENT (5 CAT),qc7_1 — HOW MANY DAYS MEET WATER NEEDS IF WATER SERVICES DISRUPTED,qc7_2 — HOW MANY DAYS POWER ESSENT APPLIANCES IF ELEC INTERRUPTED,qc7_3 — HOW MANY DAYS COOK MEALS/HEAT IF GAS DISRUPTED,qc7_4 — HOW MANY DAYS PROVIDE FOOD IF TRANSPORTATION DISRUPTED,qc7_5 — HOW MANY DAYS CONTINUED TREATMENT IF MEDICATION SUPPLY DISRUPTED,qc6.1 — DISASTER MEASURES IN HH: EMERGENCY SUPPLY DRINKS/FOOD,qc6.2 — DISASTER MEASURES IN HH: EMERGENCY SUPPLY WATER COOKING/HYGIENE,qc6.3 — DISASTER MEASURES IN HH: FLASHLIGHT/CANDLES,qc6.4 — DISASTER MEASURES IN HH: BATTERY-POWERED RADIO,qc6.5 — DISASTER MEASURES IN HH: EMERGENCY PHARMACY,qc6.6 — DISASTER MEASURES IN HH: COPIES IMP DOCUMENTS/STORED SAFELY,qc6.7 — DISASTER MEASURES IN HH: EMERGENCY GRAB-BAG,qc6.8 — DISASTER MEASURES IN HH: SIGNED UP FOR ALERTS,qc6.9 — DISASTER MEASURES IN HH: PARTICIPATED IN TRAINING/EXERCISE,qc6.10 — DISASTER MEASURES IN HH: INFORMED ABOUT OFFICIAL RESPONSE PLAN,qc6.11 — DISASTER MEASURES IN HH: AGREED WITH FRIENDS/FAMILY TO CONTACT,qc6.12 — DISASTER MEASURES IN HH: DISCUSSED COMMON PROT MEASURES IN NEIGHBOURHOOD,qc6.13 — DISASTER MEASURES IN HH: INVESTED IN PROT MEASURES IN HOME,qc6.14 — DISASTER MEASURES IN HH: OTHER,qc6.15 — DISASTER MEASURES IN HH: DK (SPONT),qc6t — DISASTER MEASURES IN HH - NUMBER OF MEASURES,qc5_1 — STATEMENTS DISASTER RISKS - READ/SEENHEARD INFO IN LAST 12M,qc5_2 — STATEMENTS DISASTER RISKS - FEEL WELL INFORMED,qc5_3 — STATEMENTS DISASTER RISKS - TRUST INFORMATION BY PUB AUTH ON RISKS WHERE YOU LIVE,qc5_4 — STATEMENTS DISASTER RISKS - EASY TO FIND INFORMATION BY PUB AUTH ON RISKS WHERE YOU LIVE,qc5_5 — STATEMENTS DISASTER RISKS - KNOW WHERE TO FIND INFO WHEN TRAVELLING TO OTH EU CNTRY,qc8_1 — PERSONAL DISASTER PREPAREDNESS - BETTER ABLE TO COPE BY PREP,qc8_2 — PERSONAL DISASTER PREPAREDNESS - FEEL WELL PREPARED,qc8_3 — PERSONAL DISASTER PREPAREDNESS - NO TIME/FIN RESOURCES TO PREP,qc8_4 — PERSONAL DISASTER PREPAREDNESS - EASY TO FIND INFO ON HOW TO PREP,qc8_5 — PERSONAL DISASTER PREPAREDNESS - NEED MORE INFO TO PREP,qc8_6 — PERSONAL DISASTER PREPAREDNESS - KNOW HOW EMERG SERVICES WILL ALERT,qc8_7 — PERSONAL DISASTER PREPAREDNESS - KNOW WHAT TO DO IN EVENT OF DISASTER,qc8_8 — PERSONAL DISASTER PREPAREDNESS - EMPLOYER/SCHOOL ENCOURAGES TRAINING/PREP,qc8_9 — PERSONAL DISASTER PREPAREDNESS - EMERG SERVICES ENCOURAGE TRAINING/PREP
430005346.0,5346.0,DE-E,1.2929008624493674,2.1968768377118244,Woman,55.0,55-64,Small or middle sized town,Most of the time,The working class of society,2 - 3 days,1 day or less,1 day or less,2 - 3 days,2 - 3 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Other,Not mentioned,1 mention,Totally disagree,Totally disagree,Totally disagree,Tend to disagree,Totally disagree,Tend to agree,Totally disagree,Totally agree,Tend to disagree,Tend to agree,Totally disagree,Tend to disagree,Totally disagree,Totally disagree
430005347.0,5347.0,DE-E,1.2929008624493674,2.1968768377118244,Woman,64.0,55-64,Small or middle sized town,Almost never/never,The middle class of society,4 - 7 days,1 day or less,1 day or less,4 - 7 days,Not applicable (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally agree,Tend to agree,Totally agree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Totally disagree,It depends on the type of disaster (SPONTANEOUS),Tend to agree,Tend to agree,Tend to agree,Totally disagree,Totally disagree
420005348.0,5348.0,DE-W,0.6657009166350473,2.5618466040706207,Woman,72.0,65-74,Small or middle sized town,Almost never/never,The middle class of society,2 - 3 days,4 - 7 days,2 - 3 days,4 - 7 days,4 - 7 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Have invested in protective measures in your home (e.g. flood-proofed the electricity installation, cleared (...)",Not mentioned,Not mentioned,2 mentions,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Totally disagree,Tend to agree,Tend to agree,Tend to disagree
420005349.0,5349.0,DE-W,0.903941057814112,3.478926570316884,Man,43.0,35-44,Small or middle sized town,From time to time,The middle class of society,2 - 3 days,2 - 3 days,4 - 7 days,4 - 7 days,4 - 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,"Have prepared a grab-bag, in case you need to evacuate rapidly in an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree
420005350.0,5350.0,DE-W,0.9998757863182,3.8553837458991236,Man,26.0,25-34,Large town,Refusal (SPONT.),The middle class of society,More than 7 days,More than 7 days,More than 7 days,More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,"Got informed on the response plan your city, region or country has for a disaster or emergency (e.g. (...)","Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Totally agree,Tend to disagree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Totally agree,Totally disagree,Totally agree,Tend to agree,Totally agree,Totally agree,Totally disagree,Totally disagree
430005351.0,5351.0,DE-E,1.9515085962145053,4.088046426251824,Man,73.0,65-74,Rural area or village,From time to time,The working class of society,1 day or less,2 - 3 days,1 day or less,4 - 7 days,4 - 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Tend to disagree,Tend to disagree,Totally disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Totally disagree
430005352.0,5352.0,DE-E,1.1677491520260777,2.3837395320725143,Man,29.0,25-34,Large town,Almost never/never,The middle class of society,More than 7 days,More than 7 days,Don't know (SPONTANEOUS),More than 7 days,Not applicable (SPONTANEOUS),"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally agree,Tend to agree,Tend to agree,Totally agree,It depends on the country (SPONTANEOUS),Totally agree,Tend to agree,Totally disagree,Tend to agree,Totally disagree,Tend to disagree,Tend to agree,Totally disagree,Totally disagree
430005353.0,5353.0,DE-E,1.4959745542133498,3.053403721539201,Man,31.0,25-34,Small or middle sized town,From time to time,The working class of society,2 - 3 days,1 day or less,2 - 3 days,4 - 7 days,Don't know (SPONTANEOUS),Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Totally disagree,Tend to agree,Don't know (SPONTANEOUS),Totally disagree,Tend to agree,Tend to disagree,It depends on the type of disaster (SPONTANEOUS),Totally disagree
430005354.0,5354.0,DE-E,0.711582270090663,1.4564192709004788,Man,17.0,15-24,Rural area or village,Almost never/never,The middle class of society,More than 7 days,1 day or less,More than 7 days,4 - 7 days,1 day or less,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Have signed up for alerts and warnings from emergency services or authorities,Not mentioned,Not mentioned,Not mentioned,Discussed common protective measures in your neighbourhood,Not mentioned,Not mentioned,Not mentioned,3 mentions,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Totally agree,Totally agree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree
430005355.0,5355.0,DE-E,0.508221586590984,1.0411484451390758,Woman,41.0,35-44,Rural area or village,From time to time,The working class of society,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Tend to disagree,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS)
430005356.0,5356.0,DE-E,0.5968526403975057,1.245348928078651,Woman,28.0,25-34,Small or middle sized town,From time to time,The lower middle class of society,1 day or less,1 day or less,1 day or less,4 - 7 days,4 - 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally disagree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Totally agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Totally disagree
430005357.0,5357.0,DE-E,0.3314968959136818,0.6699576091800892,Man,60.0,55-64,Rural area or village,Almost never/never,The working class of society,More than 7 days,More than 7 days,More than 7 days,More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Have invested in protective measures in your home (e.g. flood-proofed the electricity installation, cleared (...)",Not mentioned,Not mentioned,+5 mentions,Totally disagree,Totally agree,Totally disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree
430005358.0,5358.0,DE-E,0.3314968959136818,0.6699576091800892,Man,60.0,55-64,Rural area or village,Almost never/never,The working class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Have prepared a grab-bag, in case you need to evacuate rapidly in an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Discussed common protective measures in your neighbourhood,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree
430005359.0,5359.0,DE-E,0.5894403977228649,1.2049782480394282,Man,28.0,25-34,Small or middle sized town,From time to time,The middle class of society,2 - 3 days,4 - 7 days,2 - 3 days,2 - 3 days,2 - 3 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree
430005360.0,5360.0,DE-E,0.5968526403975057,1.245348928078651,Woman,38.0,35-44,Rural area or village,Almost never/never,The lower middle class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Have signed up for alerts and warnings from emergency services or authorities,Not mentioned,"Got informed on the response plan your city, region or country has for a disaster or emergency (e.g. (...)",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree
430005361.0,5361.0,DE-E,0.9723776736753057,1.9929243365299616,Man,40.0,35-44,Rural area or village,From time to time,The middle class of society,1 day or less,1 day or less,4 - 7 days,4 - 7 days,2 - 3 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Totally disagree,Totally disagree,Tend to disagree,Totally disagree,Tend to disagree,Tend to disagree,Tend to disagree,Totally agree,Tend to disagree,Totally agree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree
430005362.0,5362.0,DE-E,1.2898446804447052,2.63826051817525,Woman,42.0,35-44,Rural area or village,Almost never/never,The lower middle class of society,4 - 7 days,2 - 3 days,More than 7 days,4 - 7 days,1 day or less,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Tend to agree,Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Don't know (SPONTANEOUS),Tend to agree,Tend to agree,Tend to disagree,Totally disagree,Totally disagree
430005363.0,5363.0,DE-E,1.387929839964698,2.8342109485929488,Woman,73.0,65-74,Small or middle sized town,Almost never/never,The lower middle class of society,2 - 3 days,1 day or less,1 day or less,4 - 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Totally disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Totally disagree,Totally disagree
420005364.0,5364.0,DE-W,0.855167157518112,3.3034506996462234,Man,28.0,25-34,Small or middle sized town,From time to time,The middle class of society,1 day or less,1 day or less,4 - 7 days,4 - 7 days,4 - 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree
420005365.0,5365.0,DE-W,1.1814230641789971,4.547165444112271,Man,31.0,25-34,Small or middle sized town,Almost never/never,The middle class of society,4 - 7 days,1 day or less,4 - 7 days,2 - 3 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Tend to agree,Tend to agree,Totally agree,Totally agree,Totally agree,Totally agree,Tend to agree,Tend to disagree,Tend to agree,Totally agree,Totally agree,Don't know (SPONTANEOUS),Totally disagree,Don't know (SPONTANEOUS)
430005366.0,5366.0,DE-E,1.0468679901833229,1.7724399086604672,Woman,57.0,55-64,Rural area or village,Refusal (SPONT.),The working class of society,2 - 3 days,4 - 7 days,1 day or less,More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Don't know (SPONTANEOUS),It depends on the type of disaster (SPONTANEOUS),Tend to disagree,It depends on the type of disaster (SPONTANEOUS),Totally disagree,Don't know (SPONTANEOUS),Tend to agree,Tend to agree,Tend to disagree,Tend to agree
420005367.0,5367.0,DE-W,0.7834356576563273,3.10703522964877,Woman,45.0,45-54,Small or middle sized town,From time to time,The middle class of society,More than 7 days,4 - 7 days,2 - 3 days,4 - 7 days,2 - 3 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Discussed common protective measures in your neighbourhood,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to disagree,Tend to disagree,Totally agree,Tend to disagree,Totally disagree,Tend to disagree,Tend to agree,It depends on the type of disaster (SPONTANEOUS),Tend to disagree,Tend to disagree,Totally agree,Tend to agree,Tend to disagree
420005368.0,5368.0,DE-W,0.6626658957486532,2.540579573357551,Woman,29.0,25-34,Small or middle sized town,From time to time,The middle class of society,4 - 7 days,4 - 7 days,4 - 7 days,2 - 3 days,4 - 7 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Totally disagree,Tend to disagree,Tend to agree,Tend to disagree,Totally disagree,Tend to disagree,Tend to agree,Tend to agree,Totally agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree
420005369.0,5369.0,DE-W,0.7834356576563273,3.10703522964877,Woman,48.0,45-54,Small or middle sized town,From time to time,The middle class of society,4 - 7 days,2 - 3 days,1 day or less,2 - 3 days,4 - 7 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Totally agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Totally agree,Tend to disagree
420005370.0,5370.0,DE-W,0.6229960031526586,2.394149920861552,Man,69.0,65-74,Small or middle sized town,Almost never/never,The middle class of society,More than 7 days,4 - 7 days,4 - 7 days,4 - 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree
430005371.0,5371.0,DE-E,1.3745653007540792,2.8806129911412452,Woman,42.0,35-44,Rural area or village,Most of the time,The working class of society,1 day or less,1 day or less,1 day or less,1 day or less,1 day or less,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Other,Not mentioned,1 mention,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Tend to disagree,Totally disagree,Tend to disagree,Tend to disagree,Totally disagree,Tend to agree
430005372.0,5372.0,DE-E,0.8568485713011313,1.7065168311672294,Man,66.0,65-74,Small or middle sized town,Almost never/never,The lower middle class of society,1 day or less,1 day or less,1 day or less,2 - 3 days,4 - 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Tend to disagree,Tend to disagree,Tend to agree,It depends on the country (SPONTANEOUS),Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,It depends on the type of disaster (SPONTANEOUS),Totally disagree
420005373.0,5373.0,DE-W,1.1968249910710484,4.593663794665327,Woman,38.0,35-44,Large town,Almost never/never,The middle class of society,2 - 3 days,2 - 3 days,2 - 3 days,4 - 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally disagree,Totally disagree,Tend to agree,Tend to disagree,Totally disagree,Tend to disagree,Totally disagree,Tend to agree,Tend to disagree,Tend to agree,Totally disagree,Totally disagree,Totally disagree,Totally disagree
420005374.0,5374.0,DE-W,0.8211576427310555,3.1562405818021895,Man,72.0,65-74,Large town,Almost never/never,The middle class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Have flashlight or candles accessible,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Totally disagree,Totally disagree,Totally agree,Tend to agree,Totally disagree,Totally disagree,Totally disagree,Tend to disagree,Tend to agree,Tend to agree,Totally disagree,Totally disagree,Totally disagree,Totally disagree
420005375.0,5375.0,DE-W,0.7119839566940656,2.7293172943728083,Woman,32.0,25-34,Rural area or village,Almost never/never,The upper middle class of society,2 - 3 days,1 day or less,1 day or less,4 - 7 days,More than 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Tend to disagree,Tend to agree,Totally disagree,Tend to disagree,Totally agree,Tend to agree,Tend to disagree,Don't know (SPONTANEOUS),Totally agree,Tend to disagree,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS)
420005376.0,5376.0,DE-W,0.7580103786254717,2.9112443727618547,Woman,64.0,55-64,Rural area or village,Most of the time,The working class of society,1 day or less,1 day or less,1 day or less,2 - 3 days,Don't know (SPONTANEOUS),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Don't know (SPONTANEOUS),Totally disagree,Totally disagree,Totally disagree,Tend to disagree,Tend to disagree,Totally disagree,Totally agree,Totally disagree,Totally agree,Totally disagree,Tend to disagree,Don't know (SPONTANEOUS),Totally disagree
420005377.0,5377.0,DE-W,0.7834356576563273,3.10703522964877,Woman,49.0,45-54,Small or middle sized town,From time to time,The middle class of society,4 - 7 days,2 - 3 days,1 day or less,4 - 7 days,2 - 3 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Totally agree,Tend to disagree,Totally disagree,Tend to agree,Tend to agree
430005378.0,5378.0,DE-E,1.083410068122937,2.2126195212037287,Woman,68.0,65-74,Large town,Almost never/never,The middle class of society,More than 7 days,More than 7 days,More than 7 days,More than 7 days,More than 7 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Totally disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Totally disagree,Totally disagree
