uniqid — UNIQUE RESPONDENT ID (CASEID BY VERIAN COUNTRY CODE),serialid — SERIAL CASE ID (APPOINTED BY VERIAN),isocntry — COUNTRY CODE - ISO 3166,w1 — WEIGHT RESULT FROM TARGET (REDRESSMENT),w92 — WEIGHT TOTAL (ALL SAMPLES),d10 — GENDER,d11 — AGE EXACT,d11r2 — AGE RECODED - 6 CATEGORIES,d25 — TYPE OF COMMUNITY,d60 — DIFFICULTIES PAYING BILLS - LAST YEAR,d63 — SOCIAL CLASS - SELF-ASSESSMENT (5 CAT),qc7_1 — HOW MANY DAYS MEET WATER NEEDS IF WATER SERVICES DISRUPTED,qc7_2 — HOW MANY DAYS POWER ESSENT APPLIANCES IF ELEC INTERRUPTED,qc7_3 — HOW MANY DAYS COOK MEALS/HEAT IF GAS DISRUPTED,qc7_4 — HOW MANY DAYS PROVIDE FOOD IF TRANSPORTATION DISRUPTED,qc7_5 — HOW MANY DAYS CONTINUED TREATMENT IF MEDICATION SUPPLY DISRUPTED,qc6.1 — DISASTER MEASURES IN HH: EMERGENCY SUPPLY DRINKS/FOOD,qc6.2 — DISASTER MEASURES IN HH: EMERGENCY SUPPLY WATER COOKING/HYGIENE,qc6.3 — DISASTER MEASURES IN HH: FLASHLIGHT/CANDLES,qc6.4 — DISASTER MEASURES IN HH: BATTERY-POWERED RADIO,qc6.5 — DISASTER MEASURES IN HH: EMERGENCY PHARMACY,qc6.6 — DISASTER MEASURES IN HH: COPIES IMP DOCUMENTS/STORED SAFELY,qc6.7 — DISASTER MEASURES IN HH: EMERGENCY GRAB-BAG,qc6.8 — DISASTER MEASURES IN HH: SIGNED UP FOR ALERTS,qc6.9 — DISASTER MEASURES IN HH: PARTICIPATED IN TRAINING/EXERCISE,qc6.10 — DISASTER MEASURES IN HH: INFORMED ABOUT OFFICIAL RESPONSE PLAN,qc6.11 — DISASTER MEASURES IN HH: AGREED WITH FRIENDS/FAMILY TO CONTACT,qc6.12 — DISASTER MEASURES IN HH: DISCUSSED COMMON PROT MEASURES IN NEIGHBOURHOOD,qc6.13 — DISASTER MEASURES IN HH: INVESTED IN PROT MEASURES IN HOME,qc6.14 — DISASTER MEASURES IN HH: OTHER,qc6.15 — DISASTER MEASURES IN HH: DK (SPONT),qc6t — DISASTER MEASURES IN HH - NUMBER OF MEASURES,qc5_1 — STATEMENTS DISASTER RISKS - READ/SEENHEARD INFO IN LAST 12M,qc5_2 — STATEMENTS DISASTER RISKS - FEEL WELL INFORMED,qc5_3 — STATEMENTS DISASTER RISKS - TRUST INFORMATION BY PUB AUTH ON RISKS WHERE YOU LIVE,qc5_4 — STATEMENTS DISASTER RISKS - EASY TO FIND INFORMATION BY PUB AUTH ON RISKS WHERE YOU LIVE,qc5_5 — STATEMENTS DISASTER RISKS - KNOW WHERE TO FIND INFO WHEN TRAVELLING TO OTH EU CNTRY,qc8_1 — PERSONAL DISASTER PREPAREDNESS - BETTER ABLE TO COPE BY PREP,qc8_2 — PERSONAL DISASTER PREPAREDNESS - FEEL WELL PREPARED,qc8_3 — PERSONAL DISASTER PREPAREDNESS - NO TIME/FIN RESOURCES TO PREP,qc8_4 — PERSONAL DISASTER PREPAREDNESS - EASY TO FIND INFO ON HOW TO PREP,qc8_5 — PERSONAL DISASTER PREPAREDNESS - NEED MORE INFO TO PREP,qc8_6 — PERSONAL DISASTER PREPAREDNESS - KNOW HOW EMERG SERVICES WILL ALERT,qc8_7 — PERSONAL DISASTER PREPAREDNESS - KNOW WHAT TO DO IN EVENT OF DISASTER,qc8_8 — PERSONAL DISASTER PREPAREDNESS - EMPLOYER/SCHOOL ENCOURAGES TRAINING/PREP,qc8_9 — PERSONAL DISASTER PREPAREDNESS - EMERG SERVICES ENCOURAGE TRAINING/PREP
170000035.0,35.0,HR,0.9510023637948253,0.22841854586603483,Woman,23.0,15-24,Small or middle sized town,Almost never/never,The middle class of society,4 - 7 days,2 - 3 days,2 - 3 days,4 - 7 days,More than 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree
170000036.0,36.0,HR,0.6907568525811473,0.16591091864796392,Woman,25.0,25-34,Rural area or village,Almost never/never,The lower middle class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Totally disagree,Tend to agree,Totally disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree
170000037.0,37.0,HR,1.8203109176399503,0.4372152884796514,Man,68.0,65-74,Rural area or village,From time to time,The working class of society,More than 7 days,More than 7 days,More than 7 days,More than 7 days,More than 7 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Not mentioned,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Totally disagree,Totally disagree
170000038.0,38.0,HR,1.3326538529617116,0.32008632872542087,Man,49.0,45-54,Rural area or village,Almost never/never,The middle class of society,More than 7 days,More than 7 days,More than 7 days,More than 7 days,More than 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Have signed up for alerts and warnings from emergency services or authorities,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Have invested in protective measures in your home (e.g. flood-proofed the electricity installation, cleared (...)",Not mentioned,Not mentioned,+5 mentions,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Totally agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,Totally disagree,Tend to disagree
170000039.0,39.0,HR,0.614679252532814,0.1476380568364793,Woman,42.0,35-44,Rural area or village,Almost never/never,The lower middle class of society,4 - 7 days,More than 7 days,More than 7 days,More than 7 days,4 - 7 days,"Keep an emergency supply stock/pack of drinks, food",Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,+5 mentions,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree
170000040.0,40.0,HR,1.815868353644356,0.43614824170203753,Woman,65.0,65-74,Rural area or village,Almost never/never,The working class of society,More than 7 days,More than 7 days,More than 7 days,More than 7 days,More than 7 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Tend to agree,Tend to disagree,Tend to disagree,Totally disagree,Totally disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree
170000041.0,41.0,HR,1.0884518162902181,0.26143213790780373,Man,34.0,25-34,Small or middle sized town,Almost never/never,The lower middle class of society,2 - 3 days,2 - 3 days,4 - 7 days,More than 7 days,Not applicable (SPONTANEOUS),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Other,Not mentioned,1 mention,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree
170000042.0,42.0,HR,0.43370993682903786,0.10417155295264022,Woman,30.0,25-34,Large town,Almost never/never,The middle class of society,2 - 3 days,More than 7 days,More than 7 days,More than 7 days,More than 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Have signed up for alerts and warnings from emergency services or authorities,Not mentioned,Not mentioned,"Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Totally disagree,Totally disagree,Tend to disagree,Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Totally disagree,Tend to disagree,Tend to agree,Tend to disagree,Totally disagree,Tend to disagree
170000043.0,43.0,HR,0.9268977632963596,0.2226289306093801,Man,26.0,25-34,Large town,Almost never/never,The middle class of society,4 - 7 days,4 - 7 days,4 - 7 days,2 - 3 days,4 - 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Have signed up for alerts and warnings from emergency services or authorities,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Totally disagree,Totally agree,Tend to disagree,Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Totally disagree,Tend to agree
170000044.0,44.0,HR,0.709808100453437,0.17048678354756017,Woman,40.0,35-44,Large town,Most of the time,The working class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,"Keep an emergency supply stock/pack of drinks, food",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Have prepared a grab-bag, in case you need to evacuate rapidly in an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Discussed common protective measures in your neighbourhood,Not mentioned,Not mentioned,Not mentioned,3 mentions,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree
170000045.0,45.0,HR,2.0968953506446892,0.5036473147303815,Woman,72.0,65-74,Large town,Almost never/never,The working class of society,4 - 7 days,4 - 7 days,4 - 7 days,4 - 7 days,4 - 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,"Got informed on the response plan your city, region or country has for a disaster or emergency (e.g. (...)","Agreed with family, friends on how to contact each other in case of an emergency",Not mentioned,Not mentioned,Not mentioned,Not mentioned,3 mentions,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,It depends on the type of disaster (SPONTANEOUS),Tend to agree
170000046.0,46.0,HR,0.709808100453437,0.17048678354756017,Woman,51.0,45-54,Large town,Almost never/never,The working class of society,2 - 3 days,More than 7 days,More than 7 days,More than 7 days,4 - 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree
170000047.0,47.0,HR,1.7047082402404146,0.4094490110495364,Man,25.0,25-34,Large town,Almost never/never,The lower middle class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Not mentioned,Not mentioned,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to disagree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree
170000048.0,48.0,HR,1.5388977194772149,0.3696234548954076,Man,53.0,45-54,Large town,From time to time,The working class of society,4 - 7 days,More than 7 days,4 - 7 days,4 - 7 days,More than 7 days,Not mentioned,Keep an emergency supply of water for cooking and hygiene,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Have made sure you have copies of your most important documents or have stored them safely,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,4 mentions,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Don't know (SPONTANEOUS),Tend to agree
170000049.0,49.0,HR,0.614679252532814,0.1476380568364793,Woman,46.0,45-54,Rural area or village,Almost never/never,The middle class of society,1 day or less,1 day or less,1 day or less,4 - 7 days,More than 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Keep a home pharmacy for emergencies,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1 mention,Tend to disagree,Tend to disagree,Tend to disagree,Totally disagree,Totally disagree,Tend to agree,Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Totally disagree,Totally disagree
170000050.0,50.0,HR,1.8203109176399503,0.4372152884796514,Man,69.0,65-74,Rural area or village,Almost never/never,The lower middle class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,Don't know (SPONTANEOUS),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Other,Not mentioned,1 mention,Tend to agree,Totally disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Totally disagree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree
170000051.0,51.0,HR,0.614679252532814,0.1476380568364793,Woman,49.0,45-54,Rural area or village,Almost never/never,The lower middle class of society,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,2 - 3 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Other,Not mentioned,1 mention,Tend to agree,Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree
170000052.0,52.0,HR,0.614679252532814,0.1476380568364793,Woman,45.0,45-54,Rural area or village,Almost never/never,The middle class of society,2 - 3 days,2 - 3 days,More than 7 days,4 - 7 days,2 - 3 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Tend to disagree,Totally disagree,Tend to agree,Totally disagree,Totally disagree,Tend to agree,Totally disagree,Don't know (SPONTANEOUS),Totally disagree,Totally agree,Totally disagree,Tend to disagree,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS)
170000053.0,53.0,HR,1.3307209503335553,0.3196220703550607,Man,60.0,55-64,Rural area or village,Almost never/never,The working class of society,2 - 3 days,2 - 3 days,4 - 7 days,4 - 7 days,4 - 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Totally agree,Tend to disagree,Tend to disagree,Don't know (SPONTANEOUS),Tend to agree,Tend to agree,Tend to disagree,Don't know (SPONTANEOUS),Totally disagree
170000054.0,54.0,HR,1.8203109176399503,0.4372152884796514,Man,65.0,65-74,Rural area or village,Almost never/never,The working class of society,4 - 7 days,4 - 7 days,More than 7 days,More than 7 days,More than 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Tend to disagree,Tend to disagree,Tend to agree,Tend to disagree,Tend to agree,Totally agree,Tend to disagree,Tend to disagree,Tend to disagree,Totally agree,Totally disagree,Tend to disagree,Tend to disagree,Tend to disagree
170000055.0,55.0,HR,1.3307209503335553,0.3196220703550607,Man,61.0,55-64,Rural area or village,Almost never/never,The middle class of society,4 - 7 days,4 - 7 days,More than 7 days,More than 7 days,4 - 7 days,Not mentioned,Not mentioned,Have flashlight or candles accessible,Have a battery-powered radio accessible,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,2 mentions,Tend to agree,Totally disagree,Tend to agree,Totally disagree,Totally disagree,Tend to agree,Totally disagree,Totally disagree,Totally disagree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree
170000056.0,56.0,HR,1.3307209503335553,0.3196220703550607,Man,58.0,55-64,Rural area or village,Almost never/never,The middle class of society,4 - 7 days,4 - 7 days,4 - 7 days,4 - 7 days,4 - 7 days,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Tend to disagree
170000057.0,57.0,HR,1.587756588928333,0.381358727422123,Man,18.0,15-24,Rural area or village,Almost never/never,The middle class of society,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Don't know (SPONTANEOUS),Don't know (SPONTANEOUS),Tend to agree,Totally disagree,Totally agree,Tend to agree,Totally disagree,Totally agree,Totally disagree,Totally disagree,Tend to agree,Tend to agree,Tend to agree,Tend to disagree,Tend to disagree,Tend to disagree
